ID,Wave,Wavedummy,province,district,region,resarea,resarearural,gender,age,agegroup,educstat,educstatgroup,hhsize,hhsizegroup,lifestyle,voteintparty,voteintakp,turnout,vote2015,vote2015akp,turnout2015,workstat,unemployed,selfprosper,socialsupport,supchildeduc,suphealth,suppreg,supsenior,supwidow,supdisable,supdinkind,supother,supreceive,akpchange,persfinance,crisis,hardship,retrospers,retrossocio,prospers,prossocio,headcover,ethnicity,ethnicdummy,religiosity,hhincome,minimumwage,loghhincome,hhincgroup,incomebrac,tvnews,ginip,sedip,ginir,sedir,gdpcap17,lngdpcap17,mosques,lnmosques,mosqdens,metro,residgroup,prospect,yenidene
2233,032017,Post coup attempt,24,Merkez,Northeast Anatolia,Rural,Rural,Female,29,18-28 Years,High School,High School,3,3-5 Persons,Modern,,,,Voted for Independent,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,,,Neutral,Neutral,Neutral,Neutral,No head cover,Turkish,Others,Believer,1700,More than minimum wage,7.4383836,1201-2000TL,Lower Middle Class,Government affiliated,.352,2.1594,.38,.084299996,8768.375,9.078907,582,6.3664703,2.5139999,No,Apartment,,More than minimum wage
2234,032017,Post coup attempt,1,Kozan,Mediterranean,Town,Other,Female,59,44+ Years,Literate without diploma,Below High School,1,1-2 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Disagree,Head Scarf,Turkish,Others,Religious,1200,Upto minimum wage,7.0900769,701-1200TL,Upper Class,Opposition affiliated,.396,3.3,.396,2.5632999,7735.1973,8.953536,1446,7.2765565,.65200001,No,"Independent, traditional house",Negative,Upto minimum wage
2235,032017,Post coup attempt,63,Eyyübiye,Southeast Anatolia,Rural,Rural,Female,53,44+ Years,Illiterate,Below High School,9,More than 9 Persons,Religious Conservative,HDP,No,Yes,HDP,No,Yes,Housewife,0,Poor,No,Yes,No,No,No,No,No,No,No,Yes,Decrease,Barely Makings Ends Meet,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Head Scarf,Kurdish,Kurdish,Pious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
2236,032017,Post coup attempt,31,Samandağ,Mediterranean,Town,Other,Female,70,44+ Years,Illiterate,Below High School,1,1-2 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,No,Neutral,Agree,Neutral,Agree,,Arab,Others,Religious,,More than minimum wage,,,,Opposition affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,"Independent, traditional house",Positive,More than minimum wage
2237,032017,Post coup attempt,16,Yildirim,East Marmara,Metropolitan,Other,Female,18,18-28 Years,Secondary School,Below High School,6,6-8 Persons,Traditional Conservative,MHP,No,Yes,Did not vote,No,No,Student,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Neutral,Agree,Neutral,Neutral,,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.354,4.6698999,.33899999,3.8292,11979.852,9.3909817,1732,7.4570322,.58899999,No,Apartment,Negative,More than minimum wage
2238,032017,Post coup attempt,47,Kiziltepe,Southeast Anatolia,Town,Other,Female,75,44+ Years,Illiterate,Below High School,5,3-5 Persons,Religious Conservative,Non-voter,No,No,HDP,No,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,Yes,Yes,,Saving Money,,No,Completely Agree,Completely Agree,Neutral,Neutral,Head Scarf,Kurdish,Kurdish,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,,.352,.032600001,.38,.1532,5415.5615,8.5970316,1156,7.052721,1.427,Yes,"Independent, traditional house",,More than minimum wage
2239,032017,Post coup attempt,31,Antakya,Mediterranean,Town,Other,Female,56,44+ Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,Undecided,No,Yes,Voted Blank (Protest),No,Yes,Housewife,0,Rich,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,Neutral,Neutral,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,3500,More than minimum wage,8.1605186,3001-5000TL,New Middle Class,Government affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Apartment,Very positive,More than minimum wage
2240,032017,Post coup attempt,34,Büyükçekmece,Istanbul,Metropolitan,Other,Male,21,18-28 Years,Graduate,University,4,3-5 Persons,Modern,Other Parties,No,Yes,MHP,No,Yes,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,,No,Disagree,Completely Agree,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,,More than minimum wage
2241,032017,Post coup attempt,47,Kiziltepe,Southeast Anatolia,Town,Other,Male,60,44+ Years,Illiterate,Below High School,4,3-5 Persons,Traditional Conservative,HDP,No,Yes,HDP,No,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,Yes,Yes,Increase,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,Head Scarf,Kurdish,Kurdish,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.352,.032600001,.38,.1532,5415.5615,8.5970316,1156,7.052721,1.427,Yes,"Independent, traditional house",Negative,Upto minimum wage
2242,032017,Post coup attempt,31,Antakya,Mediterranean,Town,Other,Male,62,44+ Years,Primary School,Below High School,2,1-2 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Religious,1600,More than minimum wage,7.377759,1201-2000TL,Lower Middle Class,Government affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Apartment,Negative,More than minimum wage
2243,032017,Post coup attempt,63,Eyyübiye,Southeast Anatolia,Rural,Rural,Male,31,18-28 Years,Secondary School,Below High School,5,3-5 Persons,Religious Conservative,HDP,No,Yes,HDP,No,Yes,"Farmer, Agriculturalist, Husbandry",0,Lower Middle,No,Yes,No,No,No,No,No,No,No,Yes,Increase,Making Ends Meet,Yes,No,Neutral,Neutral,Neutral,Neutral,Head Scarf,Kurdish,Kurdish,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,New Middle Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,More than minimum wage
2244,032017,Post coup attempt,47,Kiziltepe,Southeast Anatolia,Town,Other,Male,20,18-28 Years,High School,High School,6,6-8 Persons,Traditional Conservative,HDP,No,Yes,HDP,No,Yes,Student,0,Upper Middle,No,Yes,No,No,No,No,No,No,No,Yes,No Change,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,,Kurdish,Kurdish,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.352,.032600001,.38,.1532,5415.5615,8.5970316,1156,7.052721,1.427,Yes,,Negative,More than minimum wage
2245,032017,Post coup attempt,6,Polatli,West Anatolia,Town,Other,Male,34,29-43 Years,High School,High School,3,3-5 Persons,Traditional Conservative,Undecided,No,Yes,Did not vote,No,No,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Neutral,Neutral,Neutral,Neutral,No head cover,Turkish,Others,Believer,5000,More than minimum wage,8.5171928,3001-5000TL,Upper Class,Opposition affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,,Negative,More than minimum wage
2246,032017,Post coup attempt,24,Merkez,Northeast Anatolia,Rural,Rural,Male,53,44+ Years,Primary School,Below High School,5,3-5 Persons,Traditional Conservative,,,,CHP,No,Yes,"Working, Other",0,Poor,Yes,No,No,No,No,No,No,Yes,No,Yes,No Change,Has to Borrow,Yes,Yes,Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Religious,1200,Upto minimum wage,7.0900769,701-1200TL,Lower Class,Government affiliated,.352,2.1594,.38,.084299996,8768.375,9.078907,582,6.3664703,2.5139999,No,,Negative,Upto minimum wage
2247,032017,Post coup attempt,31,Samandağ,Mediterranean,Town,Other,Male,19,18-28 Years,High School,High School,4,3-5 Persons,Modern,Non-voter,No,No,Was too young to vote,No,,Student,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,,Arab,Others,Non-believer,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Gecekondu / Unplastered Apartment,Negative,More than minimum wage
2248,032017,Post coup attempt,34,Sancaktepe,Istanbul,Metropolitan,Other,Male,22,18-28 Years,University,University,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,Did not vote,No,No,Unemployed,1,Poor,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Agree,Agree,Head Scarf,Zaza,Others,Religious,1700,More than minimum wage,7.4383836,1201-2000TL,Lower Middle Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
2249,032017,Post coup attempt,31,Samandağ,Mediterranean,Town,Other,Male,18,18-28 Years,Secondary School,Below High School,4,3-5 Persons,Modern,Non-voter,No,No,Was too young to vote,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Saving Money,No,No,Disagree,Agree,Neutral,Agree,,Arab,Others,Non-believer,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Government affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,"Ultra Luxurious Building, Villa",Very positive,Upto minimum wage
2250,032017,Post coup attempt,63,Eyyübiye,Southeast Anatolia,Rural,Rural,Male,24,18-28 Years,University,University,7,6-8 Persons,Traditional Conservative,HDP,No,Yes,HDP,No,Yes,Student,0,Lower Middle,No,No,No,No,No,No,No,No,Yes,Yes,Decrease,Making Ends Meet,No,No,Disagree,Disagree,Neutral,Neutral,,Kurdish,Kurdish,Religious,1800,More than minimum wage,7.495542,1201-2000TL,Lower Class,,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Very positive,More than minimum wage
2251,032017,Post coup attempt,6,Gölbaşi,West Anatolia,Metropolitan,Other,Male,18,18-28 Years,High School,High School,,,Modern,CHP,No,Yes,Was too young to vote,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,Yes,Neutral,Disagree,Neutral,Neutral,,Turkish,Others,Non-believer,500,Upto minimum wage,6.2146082,Less than 700TL,,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,,Positive,Upto minimum wage
2252,032017,Post coup attempt,34,Sancaktepe,Istanbul,Metropolitan,Other,Male,35,29-43 Years,Primary School,Below High School,5,3-5 Persons,Modern,HDP,No,Yes,HDP,No,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Disagree,No head cover,Kurdish,Kurdish,Believer,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Middle Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Negative,More than minimum wage
2253,032017,Post coup attempt,35,Kemalpaşa,Aegean,Town,Other,Female,34,29-43 Years,High School,High School,4,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,Agree,Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,"Independent, traditional house",Very positive,More than minimum wage
2254,032017,Post coup attempt,34,Büyükçekmece,Istanbul,Metropolitan,Other,Male,72,44+ Years,Secondary School,Below High School,2,1-2 Persons,Modern,MHP,No,Yes,MHP,No,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,No,Neutral,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Believer,,More than minimum wage,,,,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Positive,More than minimum wage
2255,032017,Post coup attempt,61,Ortahisar,Eastern Black Sea,Town,Other,Male,36,29-43 Years,University,University,3,3-5 Persons,Traditional Conservative,Undecided,No,Yes,MHP,No,Yes,Private Sector,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Neutral,Agree,Head Scarf,Turkish,Others,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.33199999,2.7149,.33199999,1.5651,8439.1406,9.0406361,2029,7.6152983,3.3699999,Yes,Gated Community,Negative,More than minimum wage
2256,032017,Post coup attempt,31,Iskenderun,Mediterranean,Town,Other,Female,56,44+ Years,Secondary School,Below High School,3,3-5 Persons,Religious Conservative,Undecided,No,Yes,,,,Retired,0,Poor,No,Yes,No,No,No,No,No,No,No,Yes,No Change,Barely Makings Ends Meet,Yes,Yes,Agree,Agree,Neutral,Neutral,No head cover,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Middle Class,Government affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Apartment,Negative,Upto minimum wage
2257,032017,Post coup attempt,1,Seyhan,Mediterranean,Metropolitan,Other,Female,49,44+ Years,Secondary School,Below High School,5,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,"Working, Other",0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Has to Borrow,Yes,Yes,,,,,No head cover,Turkish,Others,,300,Upto minimum wage,5.7037826,Less than 700TL,Lower Class,Government affiliated,.396,3.3,.396,2.5632999,7735.1973,8.953536,1446,7.2765565,.65200001,No,"Independent, traditional house",Negative,Upto minimum wage
2258,032017,Post coup attempt,1,Seyhan,Mediterranean,Metropolitan,Other,Male,52,44+ Years,University,University,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Agree,Agree,Neutral,Neutral,No head cover,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.396,3.3,.396,2.5632999,7735.1973,8.953536,1446,7.2765565,.65200001,No,Apartment,Negative,More than minimum wage
2259,032017,Post coup attempt,41,Darica,East Marmara,Metropolitan,Other,Male,45,29-43 Years,Secondary School,Below High School,4,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,Head Scarf,Turkish,Others,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.32100001,5.1538,.33899999,3.8292,17722.916,9.7826138,1205,7.0942349,.639,No,Gecekondu / Unplastered Apartment,Negative,More than minimum wage
2260,032017,Post coup attempt,10,Bandirma,West Marmara,Town,Other,Male,50,44+ Years,Secondary School,Below High School,1,1-2 Persons,Traditional Conservative,MHP,No,Yes,MHP,No,Yes,Worker,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Barely Makings Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Neutral,Completely Agree,No head cover,Turkish,Others,Believer,1500,More than minimum wage,7.3132205,1201-2000TL,Upper Class,Government affiliated,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,Apartment,Negative,More than minimum wage
2261,032017,Post coup attempt,43,Emet,Aegean,Town,Other,Female,55,44+ Years,Primary School,Below High School,2,1-2 Persons,Religious Conservative,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,No,Agree,Agree,Neutral,Agree,Head Scarf,Turkish,Others,Religious,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Middle Class,Government affiliated,.354,2.3722,.36300001,3.7437999,7803.9438,8.9623842,1224,7.1098795,2.1389999,No,"Independent, traditional house",Very positive,Upto minimum wage
2262,032017,Post coup attempt,43,Emet,Aegean,Town,Other,Female,18,18-28 Years,High School,High School,4,3-5 Persons,Modern,CHP,No,Yes,Voted Blank (Protest),No,Yes,Student,0,Rich,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,6000,More than minimum wage,8.6995144,Higher than 5001TL,Upper Class,Government affiliated,.354,2.3722,.36300001,3.7437999,7803.9438,8.9623842,1224,7.1098795,2.1389999,No,Apartment,Negative,More than minimum wage
2263,032017,Post coup attempt,35,Seferihisar,Aegean,Town,Other,Female,32,18-28 Years,High School,High School,3,3-5 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,"Working, Other",0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,Agree,Agree,Neutral,Neutral,No head cover,Turkish,Others,Believer,3500,More than minimum wage,8.1605186,3001-5000TL,Upper Class,Opposition affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Very positive,More than minimum wage
2264,032017,Post coup attempt,34,Kadiköy,Istanbul,Metropolitan,Other,Female,74,44+ Years,Secondary School,Below High School,4,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,Yes,No,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Believer,,More than minimum wage,,,,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Positive,More than minimum wage
2265,032017,Post coup attempt,35,Seferihisar,Aegean,Town,Other,Female,34,29-43 Years,University,University,4,3-5 Persons,Modern,Non-voter,No,No,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,Agree,Agree,Neutral,Agree,No head cover,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Very positive,More than minimum wage
2266,032017,Post coup attempt,34,Bağcilar,Istanbul,Metropolitan,Other,Female,52,44+ Years,University,University,1,1-2 Persons,Traditional Conservative,,,,CHP,No,Yes,Merchant / Businessman,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Religious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
2267,032017,Post coup attempt,34,Kadiköy,Istanbul,Metropolitan,Other,Female,51,44+ Years,Primary School,Below High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Retired,0,,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Believer,,More than minimum wage,,,,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
2268,032017,Post coup attempt,34,Kadiköy,Istanbul,Metropolitan,Other,Female,55,44+ Years,High School,High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,No,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Believer,,More than minimum wage,,,,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Positive,More than minimum wage
2269,032017,Post coup attempt,34,Bahçelievler,Istanbul,Metropolitan,Other,Female,40,29-43 Years,High School,High School,3,3-5 Persons,Modern,Undecided,No,Yes,CHP,No,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
